book_id,language,t_word,t_uword,t_sent,t_char,t_stopword,a_word_ps,a_char_pw,ttr,long_word_ratio,avg_vowels_pw,vowel_ratio,syllable_complexity,fre,gfi,t_punct,a_char_ps,t_n_ent,a_n_ent_pw,a_n_ent_ps,simp_adj_var,simp_adp_var,simp_adv_var,simp_aux_var,simp_cconj_var,simp_det_var,simp_intj_var,simp_noun_var,simp_num_var,simp_part_var,simp_pron_var,simp_propn_var,simp_punct_var,simp_sconj_var,simp_sym_var,simp_verb_var,simp_space_var,root_adj_var,root_adp_var,root_adv_var,root_aux_var,root_cconj_var,root_det_var,root_intj_var,root_noun_var,root_num_var,root_part_var,root_pron_var,root_propn_var,root_punct_var,root_sconj_var,root_sym_var,root_verb_var,root_space_var,corr_adj_var,corr_adp_var,corr_adv_var,corr_aux_var,corr_cconj_var,corr_det_var,corr_intj_var,corr_noun_var,corr_num_var,corr_part_var,corr_pron_var,corr_propn_var,corr_punct_var,corr_sconj_var,corr_sym_var,corr_verb_var,corr_space_var,simp_ttr,root_ttr,corr_ttr,bilog_ttr,uber_ttr,simp_ttr_no_lem,root_ttr_no_lem,corr_ttr_no_lem,bilog_ttr_no_lem,uber_ttr_no_lem,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_adj_pw,a_adp_pw,a_adv_pw,a_aux_pw,a_cconj_pw,a_det_pw,a_intj_pw,a_noun_pw,a_num_pw,a_part_pw,a_pron_pw,a_propn_pw,a_punct_pw,a_sconj_pw,a_sym_pw,a_verb_pw,a_space_pw,a_adj_ps,a_adp_ps,a_adv_ps,a_aux_ps,a_cconj_ps,a_det_ps,a_intj_ps,a_noun_ps,a_num_ps,a_part_ps,a_pron_ps,a_propn_ps,a_punct_ps,a_sconj_ps,a_sym_ps,a_verb_ps,a_space_ps,fkre,fkgl,fogi,smog,cole,auto
2364,en,513,245,24,2439,258,21.375,4.754,0.478,,,,,,,66.0,101.625,49.0,0.096,2.042,0.895,0.286,0.647,0.108,0.148,0.222,0.0,0.804,1.0,0.267,0.312,0.357,0.045,0.533,0.0,0.717,0.143,5.516,2.138,2.668,0.658,0.77,1.491,0.0,8.314,1.414,1.033,1.768,2.673,0.369,2.066,0.0,5.551,0.378,3.9,1.512,1.886,0.465,0.544,1.054,0.0,5.879,1.0,0.73,1.25,1.89,0.261,1.461,0.0,3.925,0.267,0.478,10.817,7.649,0.882,40.951,0.478,10.817,7.649,0.882,40.951,38.0,56.0,17.0,37.0,27.0,45.0,0.0,107.0,2.0,15.0,32.0,56.0,66.0,15.0,0.0,60.0,7.0,34.0,16.0,11.0,4.0,4.0,10.0,0.0,86.0,2.0,4.0,10.0,20.0,3.0,8.0,0.0,43.0,1.0,0.074,0.109,0.033,0.072,0.053,0.088,0.0,0.209,0.004,0.029,0.062,0.109,0.129,0.029,0.0,0.117,0.014,1.583,2.333,0.708,1.542,1.125,1.875,0.0,4.458,0.083,0.625,1.333,2.333,2.75,0.625,0.0,2.5,0.292,57.992,10.481,15.49,3.868,10.771,11.651
2365,en,547,249,30,2399,296,18.233,4.386,0.455,,,,,,,70.0,79.967,70.0,0.128,2.333,0.909,0.212,1.0,0.129,0.105,0.135,0.0,0.717,0.778,0.13,0.341,0.444,0.071,0.833,0.0,0.772,0.167,4.264,1.952,3.162,0.718,0.459,0.971,0.0,6.881,2.333,0.626,2.261,3.528,0.598,2.887,0.0,6.863,0.408,3.015,1.381,2.236,0.508,0.324,0.686,0.0,4.866,1.65,0.442,1.599,2.494,0.423,2.041,0.0,4.853,0.289,0.455,10.646,7.528,0.875,38.682,0.455,10.646,7.528,0.875,38.682,22.0,85.0,10.0,31.0,19.0,52.0,0.0,92.0,9.0,23.0,44.0,63.0,70.0,12.0,0.0,79.0,6.0,20.0,18.0,10.0,4.0,2.0,7.0,0.0,66.0,7.0,3.0,15.0,28.0,5.0,10.0,0.0,61.0,1.0,0.04,0.155,0.018,0.057,0.035,0.095,0.0,0.168,0.016,0.042,0.08,0.115,0.128,0.022,0.0,0.144,0.011,0.733,2.833,0.333,1.033,0.633,1.733,0.0,3.067,0.3,0.767,1.467,2.1,2.333,0.4,0.0,2.633,0.2,73.414,7.549,11.754,3.761,8.365,8.344
2366,en,522,247,32,2414,256,16.312,4.625,0.473,,,,,,,78.0,75.438,66.0,0.126,2.062,0.766,0.239,0.7,0.095,0.077,0.167,0.0,0.788,0.5,0.273,0.243,0.379,0.038,0.625,0.0,0.779,1.0,5.251,2.018,3.13,0.436,0.392,1.08,0.0,7.839,1.225,0.905,1.48,3.077,0.34,1.768,0.0,6.427,1.0,3.713,1.427,2.214,0.309,0.277,0.764,0.0,5.543,0.866,0.64,1.046,2.176,0.24,1.25,0.0,4.545,0.707,0.473,10.811,7.644,0.88,40.564,0.473,10.811,7.644,0.88,40.564,47.0,71.0,20.0,21.0,26.0,42.0,0.0,99.0,6.0,11.0,37.0,66.0,78.0,8.0,0.0,68.0,1.0,36.0,17.0,14.0,2.0,2.0,7.0,0.0,78.0,3.0,3.0,9.0,25.0,3.0,5.0,0.0,53.0,1.0,0.09,0.136,0.038,0.04,0.05,0.08,0.0,0.19,0.011,0.021,0.071,0.126,0.149,0.015,0.0,0.13,0.002,1.469,2.219,0.625,0.656,0.812,1.312,0.0,3.094,0.188,0.344,1.156,2.062,2.438,0.25,0.0,2.125,0.031,63.702,8.427,11.736,4.04,9.578,8.508
2367,en,547,250,23,2424,262,23.783,4.431,0.457,,,,,,,46.0,105.391,58.0,0.106,2.522,0.833,0.229,0.8,0.12,0.091,0.118,0.0,0.75,1.0,0.136,0.257,0.486,0.065,0.438,0.0,0.789,0.111,4.082,1.912,3.578,0.6,0.426,0.84,0.0,7.794,1.732,0.64,1.521,4.125,0.442,1.75,0.0,6.646,0.333,2.887,1.352,2.53,0.424,0.302,0.594,0.0,5.511,1.225,0.452,1.076,2.917,0.313,1.237,0.0,4.699,0.236,0.457,10.689,7.558,0.876,38.936,0.457,10.689,7.558,0.876,38.936,24.0,70.0,20.0,25.0,22.0,51.0,0.0,108.0,3.0,22.0,35.0,72.0,46.0,16.0,0.0,71.0,9.0,20.0,16.0,16.0,3.0,2.0,6.0,0.0,81.0,3.0,3.0,9.0,35.0,3.0,7.0,0.0,56.0,1.0,0.044,0.128,0.037,0.046,0.04,0.093,0.0,0.197,0.005,0.04,0.064,0.132,0.084,0.029,0.0,0.13,0.016,1.043,3.043,0.87,1.087,0.957,2.217,0.0,4.696,0.13,0.957,1.522,3.13,2.0,0.696,0.0,3.087,0.391,62.987,10.382,13.901,4.295,9.012,11.333
2368,en,77,66,3,364,36,25.667,4.727,0.857,,,,,,,9.0,121.333,4.0,0.052,1.333,1.0,0.667,1.0,1.0,1.0,0.25,0.0,1.0,0.0,0.0,0.429,0.857,0.444,1.0,0.0,1.0,0.0,2.0,2.309,2.0,1.414,1.0,0.707,0.0,4.243,0.0,0.0,1.134,2.268,1.333,1.732,0.0,3.317,0.0,1.414,1.633,1.414,1.0,0.707,0.5,0.0,3.0,0.0,0.0,0.802,1.604,0.943,1.225,0.0,2.345,0.0,0.857,7.521,5.318,0.965,113.87,0.857,7.521,5.318,0.965,113.87,4.0,12.0,4.0,2.0,1.0,8.0,0.0,18.0,0.0,0.0,7.0,7.0,9.0,3.0,0.0,11.0,0.0,4.0,8.0,4.0,2.0,1.0,2.0,0.0,18.0,0.0,0.0,3.0,6.0,4.0,3.0,0.0,11.0,0.0,0.052,0.156,0.052,0.026,0.013,0.104,0.0,0.234,0.0,0.0,0.091,0.091,0.117,0.039,0.0,0.143,0.0,1.333,4.0,1.333,0.667,0.333,2.667,0.0,6.0,0.0,0.0,2.333,2.333,3.0,1.0,0.0,3.667,0.0,56.63,11.737,16.5,4.664,10.843,13.669
2369,en,298,179,12,1494,138,24.833,5.013,0.601,,,,,,,39.0,124.5,27.0,0.091,2.25,0.964,0.302,1.0,0.167,0.222,0.111,0.0,0.897,1.0,0.286,0.273,0.769,0.077,1.0,0.0,0.935,0.5,5.103,1.982,2.828,0.577,0.667,0.667,0.0,6.828,1.0,0.756,1.279,4.804,0.48,1.732,0.0,5.209,0.707,3.608,1.402,2.0,0.408,0.471,0.471,0.0,4.828,0.707,0.535,0.905,3.397,0.34,1.225,0.0,3.683,0.5,0.601,10.369,7.332,0.911,52.793,0.601,10.369,7.332,0.911,52.793,28.0,43.0,8.0,12.0,9.0,36.0,0.0,58.0,1.0,7.0,22.0,39.0,39.0,3.0,0.0,31.0,2.0,27.0,13.0,8.0,2.0,2.0,4.0,0.0,52.0,1.0,2.0,6.0,30.0,3.0,3.0,0.0,29.0,1.0,0.094,0.144,0.027,0.04,0.03,0.121,0.0,0.195,0.003,0.023,0.074,0.131,0.131,0.01,0.0,0.104,0.007,2.333,3.583,0.667,1.0,0.75,3.0,0.0,4.833,0.083,0.583,1.833,3.25,3.25,0.25,0.0,2.583,0.167,47.916,12.745,17.584,7.557,12.487,14.6
2370,en,473,237,15,2099,244,31.533,4.438,0.501,,,,,,,42.0,139.933,30.0,0.063,2.0,0.838,0.3,1.0,0.222,0.25,0.122,0.0,0.79,1.0,0.125,0.269,0.439,0.071,0.583,0.0,0.8,0.091,5.096,2.324,4.796,0.943,0.866,0.781,0.0,7.111,1.0,0.612,1.941,2.811,0.463,2.021,0.0,6.197,0.302,3.604,1.643,3.391,0.667,0.612,0.552,0.0,5.028,0.707,0.433,1.373,1.988,0.327,1.429,0.0,4.382,0.213,0.501,10.897,7.706,0.888,43.268,0.501,10.897,7.706,0.888,43.268,37.0,60.0,23.0,18.0,12.0,41.0,0.0,81.0,1.0,24.0,52.0,41.0,42.0,12.0,0.0,60.0,11.0,31.0,18.0,23.0,4.0,3.0,5.0,0.0,64.0,1.0,3.0,14.0,18.0,3.0,7.0,0.0,48.0,1.0,0.078,0.127,0.049,0.038,0.025,0.087,0.0,0.171,0.002,0.051,0.11,0.087,0.089,0.025,0.0,0.127,0.023,2.467,4.0,1.533,1.2,0.8,2.733,0.0,5.4,0.067,1.6,3.467,2.733,2.8,0.8,0.0,4.0,0.733,63.221,12.275,17.434,5.519,9.355,15.238
2371,en,521,231,20,2467,250,26.05,4.735,0.443,,,,,,,38.0,123.35,68.0,0.131,3.4,0.909,0.222,0.947,0.174,0.214,0.093,0.0,0.823,0.6,0.214,0.368,0.395,0.053,0.357,0.0,0.758,0.083,4.264,1.886,4.129,0.834,0.802,0.68,0.0,7.313,1.342,0.802,2.271,3.556,0.324,1.336,0.0,5.969,0.408,3.015,1.333,2.92,0.59,0.567,0.481,0.0,5.171,0.949,0.567,1.606,2.514,0.229,0.945,0.0,4.221,0.289,0.443,10.12,7.156,0.87,36.418,0.443,10.12,7.156,0.87,36.418,22.0,72.0,19.0,23.0,14.0,54.0,0.0,79.0,5.0,14.0,38.0,81.0,38.0,14.0,0.0,62.0,24.0,20.0,16.0,18.0,4.0,3.0,5.0,0.0,65.0,3.0,3.0,14.0,32.0,2.0,5.0,0.0,47.0,2.0,0.042,0.138,0.036,0.044,0.027,0.104,0.0,0.152,0.01,0.027,0.073,0.155,0.073,0.027,0.0,0.119,0.046,1.1,3.6,0.95,1.15,0.7,2.7,0.0,3.95,0.25,0.7,1.9,4.05,1.9,0.7,0.0,3.1,1.2,51.627,12.53,18.328,5.992,10.906,13.897
2372,en,492,221,18,2224,264,27.333,4.52,0.449,,,,,,,69.0,123.556,40.0,0.081,2.222,0.719,0.317,0.593,0.259,0.074,0.108,0.0,0.691,0.429,0.235,0.2,0.472,0.043,0.5,0.0,0.809,0.25,4.066,2.52,3.079,1.347,0.385,0.658,0.0,6.222,1.134,0.97,1.483,2.833,0.361,1.732,0.0,6.67,0.5,2.875,1.782,2.177,0.953,0.272,0.465,0.0,4.4,0.802,0.686,1.049,2.003,0.255,1.225,0.0,4.716,0.354,0.449,9.963,7.045,0.871,36.411,0.449,9.963,7.045,0.871,36.411,32.0,63.0,27.0,27.0,27.0,37.0,0.0,81.0,7.0,17.0,55.0,36.0,69.0,12.0,0.0,68.0,4.0,23.0,20.0,16.0,7.0,2.0,4.0,0.0,56.0,3.0,4.0,11.0,17.0,3.0,6.0,0.0,55.0,1.0,0.065,0.128,0.055,0.055,0.055,0.075,0.0,0.165,0.014,0.035,0.112,0.073,0.14,0.024,0.0,0.138,0.008,1.778,3.5,1.5,1.5,1.5,2.056,0.0,4.5,0.389,0.944,3.056,2.0,3.833,0.667,0.0,3.778,0.222,56.662,12.146,16.299,4.855,9.697,13.527
2373,en,531,235,19,2422,274,27.947,4.561,0.443,,,,,,,59.0,127.474,54.0,0.102,2.842,0.838,0.276,0.812,0.185,0.065,0.154,0.0,0.767,1.0,0.105,0.156,0.294,0.051,0.385,0.0,0.824,0.25,5.096,2.101,3.25,0.962,0.359,0.961,0.0,7.117,1.0,0.459,1.25,2.1,0.391,1.387,0.0,7.593,0.5,3.604,1.486,2.298,0.68,0.254,0.679,0.0,5.032,0.707,0.324,0.884,1.485,0.276,0.981,0.0,5.369,0.354,0.443,10.198,7.211,0.87,36.565,0.443,10.198,7.211,0.87,36.565,37.0,58.0,16.0,27.0,31.0,39.0,0.0,86.0,1.0,19.0,64.0,51.0,59.0,13.0,0.0,85.0,4.0,31.0,16.0,13.0,5.0,2.0,6.0,0.0,66.0,1.0,2.0,10.0,15.0,3.0,5.0,0.0,70.0,1.0,0.07,0.109,0.03,0.051,0.058,0.073,0.0,0.162,0.002,0.036,0.121,0.096,0.111,0.024,0.0,0.16,0.008,1.947,3.053,0.842,1.421,1.632,2.053,0.0,4.526,0.053,1.0,3.368,2.684,3.105,0.684,0.0,4.474,0.211,57.862,12.132,15.548,5.076,9.961,14.027
2374,en,93,62,7,437,47,13.286,4.699,0.667,,,,,,,18.0,62.429,13.0,0.14,1.857,1.0,0.5,0.857,0.2,0.5,0.5,0.0,0.929,0.0,0.4,1.0,0.579,0.111,1.0,0.0,1.0,0.0,1.414,1.414,2.268,0.632,0.707,1.414,0.0,3.474,0.0,0.894,2.0,2.524,0.471,1.414,0.0,3.464,0.0,1.0,1.0,1.604,0.447,0.5,1.0,0.0,2.457,0.0,0.632,1.414,1.784,0.333,1.0,0.0,2.449,0.0,0.667,6.429,4.546,0.911,42.009,0.667,6.429,4.546,0.911,42.009,2.0,8.0,7.0,10.0,2.0,8.0,0.0,14.0,0.0,5.0,4.0,19.0,18.0,2.0,0.0,12.0,0.0,2.0,4.0,6.0,2.0,1.0,4.0,0.0,13.0,0.0,2.0,4.0,11.0,2.0,2.0,0.0,12.0,0.0,0.022,0.086,0.075,0.108,0.022,0.086,0.0,0.151,0.0,0.054,0.043,0.204,0.194,0.022,0.0,0.129,0.0,0.286,1.143,1.0,1.429,0.286,1.143,0.0,2.0,0.0,0.714,0.571,2.714,2.571,0.286,0.0,1.714,0.0,67.815,7.101,10.476,3.74,9.602,7.345
2375,en,489,242,20,2475,223,24.45,5.061,0.495,,,,,,,56.0,123.75,48.0,0.098,2.4,0.833,0.321,0.833,0.154,0.105,0.122,0.0,0.798,1.0,0.182,0.4,0.481,0.054,0.5,0.0,0.742,0.125,4.564,2.335,3.536,0.784,0.459,0.857,0.0,7.736,1.414,0.603,2.191,4.333,0.401,1.732,0.0,5.842,0.354,3.227,1.651,2.5,0.555,0.324,0.606,0.0,5.47,1.0,0.426,1.549,3.064,0.283,1.225,0.0,4.131,0.25,0.495,10.944,7.738,0.886,42.831,0.495,10.944,7.738,0.886,42.831,30.0,53.0,18.0,26.0,19.0,49.0,0.0,94.0,2.0,11.0,30.0,81.0,56.0,12.0,0.0,62.0,8.0,25.0,17.0,15.0,4.0,2.0,6.0,0.0,75.0,2.0,2.0,12.0,39.0,3.0,6.0,0.0,46.0,1.0,0.061,0.108,0.037,0.053,0.039,0.1,0.0,0.192,0.004,0.022,0.061,0.166,0.115,0.025,0.0,0.127,0.016,1.5,2.65,0.9,1.3,0.95,2.45,0.0,4.7,0.1,0.55,1.5,4.05,2.8,0.6,0.0,3.1,0.4,47.592,12.695,16.978,6.638,12.75,14.634
2376,en,531,252,31,2399,247,17.129,4.518,0.475,,,,,,,83.0,77.387,99.0,0.186,3.194,0.865,0.367,0.71,0.188,0.067,0.175,0.0,0.806,0.5,0.2,0.321,0.376,0.036,0.4,0.0,0.779,1.0,5.261,2.571,3.951,1.061,0.365,1.107,0.0,6.835,0.707,0.894,1.701,3.927,0.329,1.549,0.0,6.427,1.0,3.72,1.818,2.794,0.75,0.258,0.783,0.0,4.833,0.5,0.632,1.203,2.777,0.233,1.095,0.0,4.545,0.707,0.475,10.936,7.733,0.881,41.021,0.475,10.936,7.733,0.881,41.021,37.0,49.0,31.0,32.0,30.0,40.0,0.0,72.0,2.0,20.0,28.0,109.0,83.0,15.0,0.0,68.0,1.0,32.0,18.0,22.0,6.0,2.0,7.0,0.0,58.0,1.0,4.0,9.0,41.0,3.0,6.0,0.0,53.0,1.0,0.07,0.092,0.058,0.06,0.056,0.075,0.0,0.136,0.004,0.038,0.053,0.205,0.156,0.028,0.0,0.128,0.002,1.194,1.581,1.0,1.032,0.968,1.29,0.0,2.323,0.065,0.645,0.903,3.516,2.677,0.484,0.0,2.194,0.032,69.002,7.89,11.07,3.403,9.037,8.414
2377,en,288,150,9,1299,166,32.0,4.51,0.521,,,,,,,33.0,144.333,13.0,0.045,1.444,1.0,0.388,0.8,0.357,0.222,0.2,0.0,0.741,1.0,0.429,0.227,0.571,0.091,0.4,0.0,0.854,0.5,2.449,2.714,3.098,1.336,0.667,0.894,0.0,5.443,1.732,1.134,1.508,2.138,0.522,1.265,0.0,5.466,0.707,1.732,1.919,2.191,0.945,0.471,0.632,0.0,3.849,1.225,0.802,1.066,1.512,0.369,0.894,0.0,3.865,0.5,0.521,8.839,6.25,0.885,38.488,0.521,8.839,6.25,0.885,38.488,6.0,49.0,15.0,14.0,9.0,20.0,0.0,54.0,3.0,7.0,44.0,14.0,33.0,10.0,0.0,41.0,2.0,6.0,19.0,12.0,5.0,2.0,4.0,0.0,40.0,3.0,3.0,10.0,8.0,3.0,4.0,0.0,35.0,1.0,0.021,0.17,0.052,0.049,0.031,0.069,0.0,0.188,0.01,0.024,0.153,0.049,0.115,0.035,0.0,0.142,0.007,0.667,5.444,1.667,1.556,1.0,2.222,0.0,6.0,0.333,0.778,4.889,1.556,3.667,1.111,0.0,4.556,0.222,58.911,12.992,17.8,6.022,9.796,15.814
2378,en,513,277,15,2446,271,34.2,4.768,0.54,,,,,,,57.0,163.067,29.0,0.057,1.933,0.925,0.302,0.818,0.2,0.158,0.093,0.0,0.892,1.0,0.158,0.308,0.647,0.053,0.5,0.0,0.871,0.5,5.85,2.394,3.838,1.095,0.688,0.68,0.0,9.01,1.732,0.688,2.219,3.773,0.397,1.732,0.0,6.858,0.707,4.137,1.693,2.714,0.775,0.487,0.481,0.0,6.371,1.225,0.487,1.569,2.668,0.281,1.225,0.0,4.849,0.5,0.54,12.23,8.648,0.901,51.325,0.54,12.23,8.648,0.901,51.325,40.0,63.0,22.0,30.0,19.0,54.0,0.0,102.0,3.0,19.0,52.0,34.0,57.0,12.0,0.0,62.0,2.0,37.0,19.0,18.0,6.0,3.0,5.0,0.0,91.0,3.0,3.0,16.0,22.0,3.0,6.0,0.0,54.0,1.0,0.078,0.123,0.043,0.058,0.037,0.105,0.0,0.199,0.006,0.037,0.101,0.066,0.111,0.023,0.0,0.121,0.004,2.667,4.2,1.467,2.0,1.267,3.6,0.0,6.8,0.2,1.267,3.467,2.267,3.8,0.8,0.0,4.133,0.133,47.778,15.091,19.294,6.429,11.371,18.127
2379,en,79,58,5,386,35,15.8,4.886,0.734,,,,,,,14.0,77.2,10.0,0.127,2.0,1.0,0.545,1.0,0.167,0.5,0.5,0.0,0.909,1.0,1.0,0.75,0.6,0.214,0.5,0.0,1.0,0.0,1.732,1.809,2.0,0.408,0.707,1.225,0.0,3.015,1.732,1.0,1.5,2.324,0.802,0.707,0.0,3.317,0.0,1.225,1.279,1.414,0.289,0.5,0.866,0.0,2.132,1.225,0.707,1.061,1.643,0.567,0.5,0.0,2.345,0.0,0.734,6.526,4.614,0.929,53.356,0.734,6.526,4.614,0.929,53.356,3.0,11.0,4.0,6.0,2.0,6.0,0.0,11.0,3.0,1.0,4.0,15.0,14.0,2.0,0.0,11.0,0.0,3.0,6.0,4.0,1.0,1.0,3.0,0.0,10.0,3.0,1.0,3.0,9.0,3.0,1.0,0.0,11.0,0.0,0.038,0.139,0.051,0.076,0.025,0.076,0.0,0.139,0.038,0.013,0.051,0.19,0.177,0.025,0.0,0.139,0.0,0.6,2.2,0.8,1.2,0.4,1.2,0.0,2.2,0.6,0.2,0.8,3.0,2.8,0.4,0.0,2.2,0.0,54.795,9.542,14.928,4.425,11.057,9.483
2380,en,141,92,6,665,66,23.5,4.716,0.652,,,,,,,12.0,110.833,15.0,0.106,2.5,1.0,0.522,1.0,0.333,0.25,0.231,0.0,0.826,1.0,0.4,0.571,0.679,0.167,1.0,0.0,1.0,0.5,2.646,2.502,1.0,1.0,0.5,0.832,0.0,3.962,1.414,0.894,1.512,3.591,0.577,1.0,0.0,4.0,0.707,1.871,1.769,0.707,0.707,0.354,0.588,0.0,2.801,1.0,0.632,1.069,2.539,0.408,0.707,0.0,2.828,0.5,0.652,7.748,5.479,0.914,47.887,0.652,7.748,5.479,0.914,47.887,7.0,23.0,1.0,9.0,4.0,13.0,0.0,23.0,2.0,5.0,7.0,28.0,12.0,1.0,0.0,16.0,2.0,7.0,12.0,1.0,3.0,1.0,3.0,0.0,19.0,2.0,2.0,4.0,19.0,2.0,1.0,0.0,16.0,1.0,0.05,0.163,0.007,0.064,0.028,0.092,0.0,0.163,0.014,0.035,0.05,0.199,0.085,0.007,0.0,0.113,0.014,1.167,3.833,0.167,1.5,0.667,2.167,0.0,3.833,0.333,0.833,1.167,4.667,2.0,0.167,0.0,2.667,0.333,59.383,10.815,15.074,6.597,10.672,12.534
2381,en,204,128,9,957,102,22.667,4.691,0.627,,,,,,,16.0,106.333,10.0,0.049,1.111,0.938,0.56,0.9,0.1,0.333,0.138,0.0,0.739,0.0,0.222,0.875,0.667,0.125,1.0,0.0,1.0,0.5,3.75,2.8,2.846,0.316,0.577,0.743,0.0,5.013,0.0,0.667,2.475,2.582,0.5,2.0,0.0,5.196,0.707,2.652,1.98,2.012,0.224,0.408,0.525,0.0,3.545,0.0,0.471,1.75,1.826,0.354,1.414,0.0,3.674,0.5,0.627,8.962,6.337,0.912,50.51,0.627,8.962,6.337,0.912,50.51,16.0,25.0,10.0,10.0,3.0,29.0,0.0,46.0,0.0,9.0,8.0,15.0,16.0,4.0,0.0,27.0,2.0,15.0,14.0,9.0,1.0,1.0,4.0,0.0,34.0,0.0,2.0,7.0,10.0,2.0,4.0,0.0,27.0,1.0,0.078,0.123,0.049,0.049,0.015,0.142,0.0,0.225,0.0,0.044,0.039,0.074,0.078,0.02,0.0,0.132,0.01,1.778,2.778,1.111,1.111,0.333,3.222,0.0,5.111,0.0,1.0,0.889,1.667,1.778,0.444,0.0,3.0,0.222,66.881,9.562,14.753,5.713,10.478,11.999
2382,en,319,152,20,1398,157,15.95,4.382,0.476,,,,,,,33.0,69.9,45.0,0.141,2.25,0.941,0.26,0.857,0.2,0.25,0.208,0.0,0.709,0.556,0.25,0.242,0.327,0.091,0.8,0.0,0.889,0.5,3.881,1.838,2.268,0.632,0.866,1.021,0.0,5.259,1.667,0.5,1.393,2.427,0.522,1.789,0.0,5.333,0.707,2.744,1.3,1.604,0.447,0.612,0.722,0.0,3.719,1.179,0.354,0.985,1.716,0.369,1.265,0.0,3.771,0.5,0.476,8.51,6.018,0.871,34.047,0.476,8.51,6.018,0.871,34.047,17.0,50.0,7.0,10.0,12.0,24.0,0.0,55.0,9.0,4.0,33.0,55.0,33.0,5.0,0.0,36.0,2.0,16.0,13.0,6.0,2.0,3.0,5.0,0.0,39.0,5.0,1.0,8.0,18.0,3.0,4.0,0.0,32.0,1.0,0.053,0.157,0.022,0.031,0.038,0.075,0.0,0.172,0.028,0.013,0.103,0.172,0.103,0.016,0.0,0.113,0.006,0.85,2.5,0.35,0.5,0.6,1.2,0.0,2.75,0.45,0.2,1.65,2.75,1.65,0.25,0.0,1.8,0.1,76.873,6.499,10.769,3.129,8.113,7.186
2383,en,547,247,26,2420,285,21.038,4.424,0.452,,,,,,,55.0,93.077,58.0,0.106,2.231,0.826,0.349,0.81,0.148,0.133,0.125,0.0,0.756,0.625,0.15,0.27,0.338,0.036,0.529,0.0,0.835,0.077,3.962,2.772,3.71,0.77,0.73,0.935,0.0,7.009,1.768,0.671,1.644,2.789,0.27,2.183,0.0,7.426,0.277,2.801,1.96,2.623,0.544,0.516,0.661,0.0,4.956,1.25,0.474,1.162,1.972,0.191,1.543,0.0,5.251,0.196,0.452,10.561,7.468,0.874,38.177,0.452,10.561,7.468,0.874,38.177,23.0,63.0,21.0,27.0,30.0,56.0,0.0,86.0,8.0,20.0,37.0,68.0,55.0,17.0,0.0,79.0,13.0,19.0,22.0,17.0,4.0,4.0,7.0,0.0,65.0,5.0,3.0,10.0,23.0,2.0,9.0,0.0,66.0,1.0,0.042,0.115,0.038,0.049,0.055,0.102,0.0,0.157,0.015,0.037,0.068,0.124,0.101,0.031,0.0,0.144,0.024,0.885,2.423,0.808,1.038,1.154,2.154,0.0,3.308,0.308,0.769,1.423,2.615,2.115,0.654,0.0,3.038,0.5,75.362,7.974,11.999,5.134,8.807,9.927
2384,en,494,245,18,2347,214,27.444,4.751,0.496,,,,,,,52.0,130.389,55.0,0.111,3.056,0.767,0.233,0.923,0.417,0.105,0.071,0.0,0.711,1.0,0.143,0.294,0.485,0.058,0.667,0.0,0.859,0.077,4.199,1.807,3.328,1.443,0.459,0.463,0.0,6.746,1.732,0.655,1.715,4.002,0.416,2.309,0.0,7.586,0.277,2.969,1.278,2.353,1.021,0.324,0.327,0.0,4.77,1.225,0.463,1.213,2.83,0.294,1.633,0.0,5.364,0.196,0.496,11.023,7.794,0.887,43.155,0.496,11.023,7.794,0.887,43.155,30.0,60.0,13.0,12.0,19.0,42.0,0.0,90.0,3.0,21.0,34.0,68.0,52.0,12.0,0.0,78.0,13.0,23.0,14.0,12.0,5.0,2.0,3.0,0.0,64.0,3.0,3.0,10.0,33.0,3.0,8.0,0.0,67.0,1.0,0.061,0.121,0.026,0.024,0.038,0.085,0.0,0.182,0.006,0.043,0.069,0.138,0.105,0.024,0.0,0.158,0.026,1.667,3.333,0.722,0.667,1.056,2.333,0.0,5.0,0.167,1.167,1.889,3.778,2.889,0.667,0.0,4.333,0.722,51.394,12.909,17.617,6.866,11.057,14.669
